doi_prefix,publisher_2022,publisher_2013
10.17532,University of Sarajevo Faculty of Health Sciences,
10.17560,Vulkan-Verlag GmbH,
10.17655,Cerceau,
10.17531,Polskie Naukowo-Techniczne Towarzystwo Eksploatacyjne,
10.17479,Korean Society of Acute Care Surgery,
10.17508,Faculty of Food Technology Osijek,
10.17545,Conselho Brasileiro de Oftalmologia,
10.17660,International Society for Horticultural Science (ISHS),
10.17554,ACT Publishing Group,
10.17485,Indian Society for Education and Environment,
10.17550,Journal of Academic Inquiries,
10.17551,Revista Geoamazonia,
10.15779,UC Berkeley Law Library,
10.17522,Necatibey Faculty of Education Electronics Journal of Science and Mathematics Education,
10.17487,RFC Editor,
10.17647,University of Seoul Institute of Seoul Studies,
10.17348,Botanical Research Institute of Texas,
10.17664,Korea Society of Geothermal Energy Engineers,
10.17640,Korean Society of Water Science and Technology,
10.17358,"Graduate Program of Management and Business, Bogor Agricultural University",
10.17346,Escola Superior de Educacao de Paula Frassinetti,
10.17521,Chinese Journal of Plant Ecology,
10.17564,Universidade Tiradentes,
10.17266,International Network for Social Network Analysts,
10.17546,Medical Science and Discovery,
10.17474,Artvin Coruh Universitesi Orman Fakultesi Dergisi,
10.17482,Uludag University Journal of the Faculty of Engineering,
10.17267,Escola Bahiana de Medicina e Saude Publica,
10.17563,SBV Sociedade Brasileira de Vacuo,
10.17568,Ormancilik Arastirma Dergisi,
10.17349,"University of Lincoln, School of Film and Media and Changer Agency",
10.17538,Physician Assistant Education Association,
10.17565,Revista GESTA,
10.17553,Revista do Instituto Historico e Geografico do Para,
10.17476,Korean Society for Metabolic and Bariatric Surgery,
10.17541,Optimum Journal of Economics and Management Sciences,
10.17517,Kahramanmaras Sutcu Imam Universitesi Tip Fakultesi Dergisi,
10.17677,P2M Invest,
10.17515,MIM Research Group,
10.17339,EJOVOC,
10.17344,Slovenian Chemical Society,
10.17483,Canadian Association of Schools of Nursing,
10.17308,Voronezh State University,
10.17653,"ScienceScript, LLC",
10.17583,Hipatia Press,
10.17678,Bitlis Eren University Journal of Science and Technology,
10.17504,"ZappyLab, Inc.",
10.17477,World Association for Triple Helix and Future Strategy Studies,
10.17309,LLC OVS,
10.17505,Journal for Person-Oriented Research,
10.17484,"YEDI: Journal of Art, Design and Science",
10.17277,Tambov State Technical University,
10.17526,Government Innovation and Productivity Institute,
10.17519,The Apicultural Society of Korea,
10.17481,The Korean Ophthalmological Society,
10.17223,Tomsk State University,
10.3224,Verlag Barbara Budrich GmbH,
10.17652,Sociedade Brasileira de Psicologia Organizacional e do Trabalho (SBPOT),
10.17586,ITMO University,
10.17514,International Association for Near-Death Studies,
10.17307,Wisconsin Space Grant Consortium,
10.17502,Methaodos.revista de ciencias sociales,
10.15690,Paediatrician Publishers LLC,
10.17670,Magyar Pedagogia,
10.17353,All-Russia Petroleum Research Exploration Institute (VNIGRI),
10.17540,Hikmet Yurdu Dusunce-Yorum Sosyal Bilimler Arastirma Dergisi,
10.17341,Journal of the Faculty of Engineering and Architecture of Gazi University,
10.17559,Mechanical Engineering Faculty in Slavonski Brod,
10.17658,Paul Mellon Centre for Studies in British Art,
10.17695,Faculdade de Enfermagem Nova Esperanca,
10.17717,Iskolakultura-konyvek,
10.17698,Uni-FACEF Centro Universitario de Franca,
10.17724,The International Child Neurology Association (ICNA),
10.17718,Turkish Online Journal of Distance Education,
10.17714,Gumushane University Journal of Science and Technology Institute,
10.17651,Institute of Polish Language,
10.17720,The Classical Studies Foundation,
10.17696,Faculdade de Medicina de Sao Jose do Rio Preto - FAMERP,
10.17571,Asian Scientific Publishers,
10.17703,The International Promotion Agency of Culture Technology,
10.17685,Croatian Society of Art Historians,
10.17689,Penza Psychological Newsletter,
10.17659,Journal of Case Reports,
10.17699,Nucleo para o Desenvolvimento de Tecnologia e Ambientes Educacionais (NPT),
10.17683,INCDMTM,
10.17694,Balkan Journal of Electrical & Computer Engineering (BAJECE),
10.17691,Journal Sovremennye Tehnologii v Medicine,
10.17716,Botanikai Kozlemenyek,
10.17731,Entomological Society of Israel,
10.17686,"Science and Education, Ltd.",
10.17719,The Journal of International Social Research,
10.17701,Karsztfejlodes,
10.17578,Global Business Publications,
10.17715,The Korean Society for the Study of Moral Education,
10.17533,Universidad de Antioquia,
10.17693,Yunus Arastirma Bulteni,
10.17692,Laboratorio de Anatomia Comparada dos Vertebrados,
10.17702,"The Society of Adhesion and Interface, Korea",
10.17709,"QUASAR, LLC",
10.17700,Journal of Agricultural Informatics,
10.17690,The Finnish Society of Photogrammetry and Remote Sensing,
10.17224,EIA Energy in Agriculture,
10.17743,Audio Engineering Society,
10.1180,Mineralogical Society,
10.17748,Historical and Social Educational Ideas,
10.17746,Institute of Archaeology and Ethnography SB RAS,
10.17737,Future Energy Service and Publishing,
10.17745,Bumhan Philosophical Society,
10.17242,Magyar Vizivad Kozlemenyek,
10.17766,Raizes e Amidos Tropicais/Tropical Roots and Starches,
10.17767,Sociedade Brasileira de Dermatologia,
10.17738,Austrian Geological Society (OGG),
10.17725,"Editorial Board of Journal Radioelectronics, Nanosystems, Information Technology RENSIT",
10.17768,Panorama of Brazilian Law,
10.17753,Ekev Akademi Dergisi,
10.17750,Kazan Medical Journal,
10.17754,Modern Studies in English,
10.17706,International Academy Publishing (IAP),
10.17747,Real Economy Publishing,
10.17684,Diacronia,
10.17740,Eurasian Academy of Sciences,
10.17751,Daegu Historical Association,
10.15662,Ess & Ess Research Publications,
10.15680,Ess & Ess Research Publications,
10.17749,IRBIS,
10.17765,Centro Universitario de Maringa,
10.17752,Journal of Security Strategies,
10.17762,"Auricle Technologies, Pvt., Ltd.",
10.17839,The Korean Society for the Gifted and Talented,
10.17857,The Society for Hyo-won Historical Studies,
10.17823,Gumushane Universitesi Sosyal Bilimler Elektronik Dergisi,
10.17535,Croatian Operational Research Society,
10.17697,Institute of Business Management and Rural Development,
10.17682,United States Sports Academy,
10.17763,Harvard Education Publishing Group,
10.17728,Indonesian Food Technologists,
10.17804,"Institute of Engineering Science, Ural Branch RAS",
10.17803,Kutafin Moscow State Law University,
10.17812,Global Science Publishing Group,
10.17688,Catholic Theological Union,
10.17855,Institute of Latin American Studies,
10.17779,Korean Academy of Oral and Maxillofacial Pathology,
10.17853,Russian State Vocational Pedagogical University,
10.17783,S/N Korean Humanities,
10.17279,The Journal of the Korean Association of Geographic and Environmental Education,
10.17809,"Global Partnership on Development of Scientific Cooperation, LLC",
10.17789,Korean Association of Socio-Historical Studies,
10.17801,Revista Brasileira de Sementes,
10.17828,Yalova Journal of Social Sciences,
10.17852,Revista aSEPHallus de Orientacao Lacaniana,
10.17808,Programa de Pos Graduacao em Direito da PUC-Rio,
10.17345,Universitat Rovira I Virgili,
10.17798,Bitlis Eren Universitesi Fen Bilimleri Dergisi,
10.17922,Russian State Social University,
10.17711,Instituto Nacional de Psiquiatria Ramon de la Fuente Muniz,
10.17923,Language and Cognitive Science,
10.17825,Korea Logistics Research Association,
10.17840,Institute of Russian Studies,
10.17755,Electronic Journal of Social Sciences,
10.17787,"Institute of Social Science, Sogang University",
10.17778,Center for World Mission,
10.17842,Seokdong Academy,
10.17732,"The NCHERM Group, LLC",
10.17785,Korean Securities Law Association,
10.17730,Society for Applied Anthropology,
10.17813,Mobilization Journal,
10.17793,Cesuca - Centro Ensino Superior de Cachoeirinha,
10.17782,Journal of Black Sea Studies,
10.17788,Institute of Korean Studies,
10.17726,Pyatigorsk State University,
10.16926,Uniwersytet Humanistyczno-Przyrodniczy im. Jana Dlugosza w Czestochowie,
10.7336,Academicus Journal,
10.17784,Pro Ciencia Periodicos Cientificos,
10.17780,Kahramanmaras Sutcu Imam University Journal of Engineering Sciences,
10.17722,Techmind Research Society,
10.17827,Archives Medical Review Journal,
10.17824,Yerbilimleri,
10.17807,Instituto de Quimica - Univ. Federal do Mato Grosso do Sul,
10.17805,Moscow University for the Humanities,
10.17708,The Slovenian Academy of Management,
10.17777,Jangjeon Mathematical Society,
10.17810,"Preschool Teacher Training College, Vrsac, Serbia",
10.17744,American Mental Health Counselors Association,
10.17791,Institute for Cognitive Science,
10.17821,Sarada Ranganathan Endowment for Library Science,
10.17758,Universal Researchers,
10.17756,United Scientific Group,
10.17802,NII KPSSZ,
10.17835,Humanities Perspectives Limited,
10.17723,Society of American Archivists,
10.17815,"Forschungszentrum Julich, Zentralbibliothek",
10.17921,Editora e Distribuidora Educacional,
10.17739,EBA Conferences Limited,
10.17924,Research Institute for Life and Culture Sogang University,
10.17814,SIMP Redakcja Mechanik - Agenda Wydawnicza SIMP,
10.17761,International Association of Yoga Therapists,
10.17736,International Society of Offshore and Polar Engineers,
10.17819,Felsefelogos,
10.17854,The Research Center for Korea Youth Culture,
10.17836,E-CONOM,
10.17757,The Family in America,
10.17860,Mersin University Journal of the Faculty of Education,
10.17786,Korean Society of Strategic Management,
10.17721,Taras Shevchenko National University of Kyiv,
10.17837,Szent Istvan Egyetem,
10.17792,Research Institute of Korean Culture,
10.17764,Institute of Environmental Sciences and Technology (IEST),
10.17826,Cukurova Medical Journal,
10.17707,Journal Agriculture and Forestry,
10.17858,Journal of Military and Information Science,
10.17800,"Amazonia, Organizacoes e Sustentabilidade",
10.47254,Universiti Malaysia Kelantan,
10.47252,Universiti Malaysia Kelantan,
10.51471,Universiti Malaysia Kelantan,
10.47253,Universiti Malaysia Kelantan,
10.17687,Universiti Malaysia Kelantan,
10.17799,Termeszetfoldrajzi Kozlemenyek Journal,
10.17790,"Center for Korean Studies, Korea University",
10.17735,AEQUA & SEG,
10.17838,Korean Classical Literature Association,
10.17822,Osmanli Mirasi Arastirmalari Dergisi,
10.17834,Indian Society for Surface Science and Technology,
10.17841,Korea Evangelical Counseling Society,
10.17741,The Geological Society of Finland,
10.17925,"Touch Medical Media, Ltd.",
10.17806,Sociedade Brasileira de Urologia,
10.17851,Faculdade de Letras da UFMG,
10.17856,The Society of Asian Historical Studies,
10.17820,Korean Society of Ecology and Infrastructure Engineering,
10.17817,Korean Society for Neurotherapy,
10.17831,Enquiry:  The ARCC Journal of Architectural Research,
10.17796,The Journal of Clinical Pediatric Dentistry,
10.17773,Fondazione per la Flora italiana,
10.17774,Considering Disability Journal,
10.17816,ECO-Vector LLC,
10.17770,Rezekne Academy of Technologies,
10.17781,The Society of Digital Information and Wireless Communications (SDIWC),
10.17794,"Faculty of Mining, Geology and Petroleum Engineering",
10.17493,Nitte Management Review,
10.17927,The Korean Association of Educational Methodology Studies,
10.17946,Korean Society of Radiological Science,
10.17935,China Research Center,
10.17949,The Association of North-East Asian Cultures,
10.17942,Jurnal of Continuing Medical Education,
10.17704,History of the Earth Sciences Society,
10.17928,Japanese Association for Digital Humanities,
10.17929,The Japanese Society for Quality Control,
10.17944,The Medical Journal of Mustafa Kemal University,
10.17937,21st Century Political Science Association,
10.17940,Endoscopy Gastrointestinal,
10.17939,Honam Institute of Humanities and Social Sciences,
10.17938,The Learned Society of Korean Drama and Theatre,
10.17934,Army Military History Institute,
10.17948,Research Institute of Korean Studies,
10.17926,Korea Association of Law and Politics,
10.17943,Education Technology Theory and Practice,
10.17941,Turkish Journal of Academic Gastroenterology,
10.17947,Korean Film Association,
10.17945,The Korean Society of Blood Transfusion,
10.17830,European Agrophysical Institut,
10.18006,Journal of Experimental Biology and Agricultural Sciences,
10.17966,Korean Society for Medical Mycology,
10.17848,W.E. Upjohn Institute for Employment Research,
10.17975,STEM Fellowship,
10.18005,Bowen Publishing Company,
10.17936,Pan-Korea English Teachers Association,
10.17958,Korean Society of Mechanical Technology,
10.17982,CBCD Colegio Brasileiro de Cirugia Digestiva,
10.17952,Prompt Scientific Publishing,
10.17570,Christian Literature Fund,
10.17987,International Cardiovascular Forum Journal,
10.17713,Austrian Statistical Society,
10.17516,Siberian Federal University,
10.18014,Kyung Hee University Management Research Institute,
10.17849,American Academy of Insurance Medicine,
10.18008,PE Polunina Elizareta Gennadievna,
10.17850,Geological Society of Norway,
10.17965,Korean Society for Environmental Education,
10.17998,Korean Liver Cancer Association,
10.17990,Aletheia - Associacao Cientifica e Cultural,
10.17997,The Center for Social Welfare Research Yonsei University,
10.17844,Indonesian Society Fisheries Product Processing,
10.17576,Penerbit Universiti Kebangsaan Malaysia (UKM Press),
10.18010,Scientia Primar,
10.17727,KIMS Foundation and Research Center,
10.17961,Korea Research Academy of Distribution and Management,
10.18016,KSU Journal of Agriculture and Nature,
10.17985,International Journal of Academic Research in Education,
10.17957,Friends Science Publishers,
10.17980,Cancer Research Frontiers,
10.18013,The Institute for Northeast Asia Research,
10.17960,The English Language Linguistics Society of Korea,
10.17956,MedStudy,
10.17994,Academic and Educational Forum on International Relations,
10.17968,The Korean Society of Christian Religious Education,
10.17999,The Study of History Education,
10.17963,Society for Korea Classical Chinese Education,
10.17951,Uniwersytetu Marii Curie-Sklodowskiej w Lublinie,
10.17962,Korean Association for Psychodrama and Sociodrama,
10.18009,Journal of Computer and Education Research,
10.17979,Universidade da Coruna,
10.17976,Non Profit Partnership Polis (Political Studies),
10.18015,The Korean Association for Saramdaum Education,
10.18012,Aufklarung Journal of Philosophy,
10.17959,The Phonology-Morphology Circle of Korea,
10.17983,Kyoto University,
10.17954,Akdeniz Medical Journal,
10.17955,Alexander Graham Bell Association for the Deaf and Hard of Hearing,
10.18011,Universidade Estadual Paulista - Campus de Tupa,
10.17995,The Korean Society for German History,
10.17964,Korean Association for Political Economy,
10.17996,The Japanese Society of Nuclear Cardiology,
10.17771,Faculdades Catolicas,
10.17972,"International Journal of Information, Communication Technology and Applications",
10.17931,Initia Via Editora Ltda,
10.17795,International Neuroscience Institute,
10.17797,CSurgeries,
10.17933,Badan Litbang SDM Kementerian Komunikasi dan Informatika,
10.17832,"Academy of Orthopaedic Physical Therapy, APTA",
10.17818,University of Dubrovnik,
10.17710,ASICE,
10.18004,Instituto de Investigaciones en Ciencias de la Salud,
10.18018,The Institute for Legal Studies,
10.18019,Russian Ilizarov Scientific Centre Restorative Traumatology and Orthopaedics,
10.18023,The Korean Society for Early Childhood Education,
10.18020,Kesit Akademi,
10.18022,Association Culturelle Franco-Coreenne,
10.18017,Journal of Istanbul Faculty of Medicine,
10.18021,The Institute of the History of Christianity in Korea,
10.17970,Indonesian Economist Association,
10.18031,Ilmin International Relations Institute (IIRI),
10.18030,Socio.hu,
10.17973,"MM Publishing, s.r.o.",
10.17953,UCLA American Indian Studies Center,
10.18032,The Korean Academic Association of Business Administration,
10.17846,Constantine the Philosopher University in Nitra,
10.17950,Innovative Research Publications,
10.18024,Revista UNIANDRADE,
10.17971,Croatian Entomological Society,
10.18034,ABC Journals,
10.18035,El Mednifico Journal,
10.18038,Anadolu Universitesi Bilim ve Teknoloji Dergisi-A: Uygulamali Bilimler ve Muhendislik,
10.18040,Korean Ancient Historical Society,
10.18026,Celal Bayar University Journal of Social Sciences,
10.18028,"Revista de Gestao, Financas e Contabilidade",
10.18033,International Journal of Language Academy,
10.18039,Anadolu Universitesi Egitim Bilimleri Enstitusu Dergisi,
10.17760,Northeastern University Library,
10.18037,Anadolu Universitesi Sosyal Bilimler Dergisi,
10.18036,Anadolu Universitesi Bilim ve Teknoloji Dergisi C : Yasam Bilimleri ve Biyoteknoloji,
10.18029,Publicacaoes Avulsas em Conservacao de Ecossistemas,
10.18025,Kafkas University Journal of Economics and Administrative Sciences,
10.17742,Imaginations: Journal of Cross-Cultural Image Studies,
10.18064,Korean Academy of Sensory Integration,
10.18065,Instituto de Treinamento e Pesquisa em Gestalt Terapia,
10.18071,Ideggyogyaszati Szemle Journal,
10.26818,The Ohio State University Libraries,
10.18061,The Ohio State University Libraries,
10.18066,UNIVAP Universidade de Vale do Paraiba,
10.18075,The Association of Japanology in East Asia,
10.18077,"Institute of Chinese Studies, Hankuk University of Foreign Studies",
10.18067,Instituto Federal do Amapa,
10.18074,Cankiri Karatekin Universitesi Iktisadi ve Idari Bilimler Fakultesi Dergisi,
10.18073,Pan American Journal of Medical Thermology,
10.18078,American Studies Institute,
10.18068,Associacao Convergir Sustentavel,
10.18070,Erciyes University Journal of Faculty of Economics and Administrative Sciences,
10.18069,Firat Universitesi Sosyal Bilimler Dergisi,
10.18076,Korea Intelligent Information Systems Society,
10.18081,BM-Publisher American Journal of BioMedicine,
10.18094,Selcuk Iletisim,
10.18088,French Sciences Publishing Group,
10.18092,International Journal of Economics and Administrative Studies,
10.18086,International Solar Energy Society (ISES),
10.18090,SMS Institute of Technology,
10.18093,Scientific and Practical Reviewed Journal Pulmonology,
10.18007,International Academy of Science and Higher Education,
10.18099,Forensicwayout,
10.18084,"The Association of Baccalaureate Social Work Program Directors, Inc.",
10.18095,Modern English Society,
10.18096,"Theory, Methodology, Practice",
10.3233,IOS Press,
10.18100,"International Journal of Applied Mathematics, Electronics and Computers",
10.17992,Laeknabladid/The Icelandic Medical Journal,
10.18101,Buryat State University,
10.18102,Society of Pansori,
10.18087,APO Society of Specialists in Heart Failure,
10.18097,Institute of Biochemistry,
10.18049,Journal of Contemporary Medicine and Dentistry,
10.18080,Telecommunications Association Inc.,
10.18052,SciPress Ltd,
10.18002,University of Leon,
10.18106,The Society of Korean Photography,
10.18107,Institute of Global Affairs,
10.18104,Korean Academy of International Commerce,
10.17981,"Corporation Universidad de la Costa, CUC",
10.14739,Zaporozhye State Medical University,
10.18110,The Korean Linguistic Society,
10.18105,The Society for History of Education,
10.18108,Korean Society for Engineering Education,
10.15202,Sociedade Unificada de Ensino Augusto Motta -UNISUAM,
10.18109,Institute for EU Studies,
10.18047,Faculty of Agrobiotechnical Sciences Osijek,
10.18051,Universa Medicina,
10.18042,Centro de Estudios Politicos y Constitucionales,
10.18046,Universidad Icesi,
10.18045,"University of Rijeka, Faculty of Economics",
10.17977,State University of Malang (UM),
10.18063,Whioce Publishing Pte Ltd,
10.12984,Ege Egitim Dergisi,
10.17579,Sociedad Espanola de Patologia Dual (SEPD),
10.13058,ANGRAD,
10.15573,Association of Test Publishers (ATP),
10.15745,Religious Studies,
10.15519,The Center for Asia and Diaspora,
10.18044,Medinform LTD,
10.18172,Universidad de la Rioja,
10.18048,Association for Promotion and Development of Maritime Industries,
10.14808,Associacao Sergipana de Ciencia,
10.18060,IUPUI University Library,
10.14690,IESUR/FAAr,
10.17988,Council for Children with Behavioral Disorders,
10.15329,Federacao Brasileira de Psicodrama,
10.15210,Universidade Federal de Pelotas,
10.18181,International Society for Technology in Arthroplasty,
10.17833,Iowa Academy of Science,
10.31296,Knowledge Enterprise Journals,
10.32392,Knowledge Enterprise Journals,
10.18103,Knowledge Enterprise Journals,
10.18182,Turkish Journal of Forestry,
10.18198,Institute of Low Temperature Energy Technology,
10.15331,American Academy of Dental Sleep Medicine,
10.18082,Turbomachinery Laboratory,
10.17657,Korea Distribution Association,
10.18201,International Journal of Intelligent Systems and Applications in Engineering,
10.18188,Revista Scientia Agraria Paranaensis (SAP),
10.18176,"Esmon Publicidad, SA",
10.18187,Pakistan Journal of Statistics and Operation Research,
10.18183,Cadernos Cenpec,
10.18057,Hong Kong Institute of Steel Construction,
10.18197,Surdurulebilir ve Engelsiz Bilim Egitimi,
10.18184,Publishing House Science,
10.18199,St. Petersburg State University,
10.18204,International Society for Simulation Surgery,
10.18195,Western Australian Museum,
10.18190,Estudos Geologicos,
10.18185,Erzincan Universitesi Fen Bilimleri Ensitusu Dergisi,
10.18200,Journal of Gifted Education and Creativity,
10.18091,Babasaheb Bhimrao Ambedkar University,
10.18111,World Tourism Organization (UNWTO),
10.18186,Journal of Thermal Engineering,
10.18189,The Legal Studies Institute of Chosun University,
10.18043,North Carolina Institute of Medicine,
10.18196,Universitas Muhammadiyah Yogyakarta,
10.22375,SAHkartell,
10.18193,SAHkartell,
10.35903,SAHkartell,
10.18222,Fundacao Carlos Chagas,
10.18226,Universidade Caixias do Sul,
10.18223,Revista Historia e Cultura,
10.18227,Universidade Federal de Roraima,
10.18224,Pontificia Universidade Catolica de Goias -PUC Goias,
10.18225,IBICT,
10.18228,Izmir University Medical Journal,
10.18220,Karadeniz Incelemeleri Dergisi,
10.18059,Mercy College School of Business,
10.18230,The Korea Association of Yeolin Education,
10.52637,Afyon Kocatepe University,
10.30831,Afyon Kocatepe University,
10.53448,Afyon Kocatepe University,
10.18229,Afyon Kocatepe University,
10.17705,Association for Information Systems,
10.18221,Beykent Unversity Journal of Social Sciences,
10.17488,Revista Mexicana de Ingenieria Biomedica,
10.18174,Wageningen University and Research,
10.18233,Acta Pediatrica de Mexico,
10.18235,Felipe Herrera Library (Inter-American Development Bank),
10.18191,International Journal of Philippine Science and Technology,
10.18237,Korean-German Academy of Economics and Management,
10.18241,M&W Comunicacao Integrada Ltda - ME,
10.18581,Case Western Reserve University,
10.20411,Case Western Reserve University,
10.18582,Case Western Reserve University,
10.18695,Case Western Reserve University,
10.18062,Case Western Reserve University,
10.28953,Case Western Reserve University,
10.18207,Korean Critical Sociological Association,
10.18238,"Institute of Japanese Studies, Hallym University",
10.15175,Passagens,
10.12712,Departamento de Empreendedorismo e Gestao da UFF,
10.13069,Journal of Algebra Combinatorics Discrete Structures and Applications,
10.18236,E-Conservation Journal - University of Evora,
10.18209,The International Association For Korean Language Education,
10.17993,"Area de Innovacion y Desarrollo, S.L. 3 Ciencias",
10.18206,Korean Association for Political and Diplomatic History,
10.13059,FUNDACE,
10.18205,The Korean Society for Woman Psychology,
10.18240,Press of International Journal of Ophthalmology (IJO Press),
10.18214,Korean Association of EMG Electrodiagnostic Medicine,
10.18211,The Korean Society for Human Resource Development,
10.18249,Revista Hipertexto,
10.18213,The Classical Chinese Literature Association of Korea,
10.18247,Revista EducaOnline,
10.18250,Revista de Ensino de Ciencias e Engenharia,
10.18239,Universidad Castilla la Mancha,
10.18245,International Journal of Automotive Engineering and Technologies,
10.18248,Revista de Educomunicacao Ambiental,
10.18212,The Society for Chinese Cultural Research,
10.18244,Journal of Modern Turkish History,
10.17759,Federal State-Financed Educational Institution of Higher Education Moscow State University of Psychology and Education,
10.17974,Diagrama Editorial,
10.18177,The College Music Society,
10.18257,"ACCEFYN - Academia Colombiana de Ciencias Exactas, Fisicas y Naturales",
10.18085,Journal of Latino/Latin American Studies,
10.18056,South Egypt Cancer Institute,
10.18194,International Wader Study Group,
10.18252,Aurora Publishing LLC (UK) Limited,
10.18253,The Institute of Korean Arts Therapy,
10.18255,P.G. Demidov Yaroslavl State University,
10.17989,ENCODE Data Coordination Center,
10.18256,Complexo de Ensino Superior Meridional S.A.,
10.18262,"Graduate School of Science, Moscow University of Finance and Law",
10.18192,University of Ottawa Library,
10.18203,Medip Academy,
10.18265,"Instituto Federal de Educacao, Ciencia e Tecnologia da Paraiba",
10.18218,Institute for Mediterranean Studies,
10.18219,Daedong Institute for Korean Studies,
10.18263,St. Mary's College of California,
10.18215,Kangwon National University Institute of Comparative Legal Studies,
10.18216,Confucianism Research Institute,
10.18217,Institute of Hispanic Studies,
10.18264,Fundacao CECIERJ,
10.18258,Experiment,
10.18375,Osaka University of Comprehensive Children Education and Osaka Jonan Women’s Junior College,
10.18242,Centro de Investigaciones Biologicas del Noroeste (CIBNOR),
10.18846,Centro de Investigaciones Biologicas del Noroeste (CIBNOR),
10.18260,American Society for Engineering Education,
10.18259,Universidad Continental,
10.18053,Journal of Clinical and Translational Research,
10.18180,Universidad ECCI,
10.18251,Eastern University,
10.18387,Escuela Nacional de Ciencias Biologicas,
10.18377,Informacao Arquivistica,
10.18376,Exercise Fitness and Health Alliance,
10.14612,Assonebb,
10.18378,Grupo Verde de Agroecologia e Abelhas,
10.18234,Instituto de Investigaciones Dr. Jose Maria Luis Mora,
10.18267,Prague University of Economics and Business,
10.18395,Publio Kiado,
10.18379,Universidade Veiga de Almeida,
10.1484,Brepols Publishers NV,
10.18380,Columella,
10.1036,McGraw-Hill Professional,
10.22528,Universidad Libre,
10.22524,Universidad Libre,
10.22523,Universidad Libre,
10.22527,Universidad Libre,
10.22526,Universidad Libre,
10.22525,Universidad Libre,
10.18041,Universidad Libre,
10.18393,Eurasian Journal of Soil Sciences,
10.18396,Korean Theatre Studies Association,
10.18399,Academia Koreana,
10.18261,Scandinavian University Press / Universitetsforlaget AS,
10.18202,"Faculty of Economics, University of Brawijaya",
10.18394,Is ve Insan Dergisi,
10.18397,The Korean Association for Comparative Government,
10.18272,Universidad San Francisco De Quito,
10.18388,Polskie Towarzystwo Biochemiczne (Polish Biochemical Society),
10.18283,European Association of Scientific Research,
10.18173,"Journal of Science, Hanoi National University of Education",
10.18391,Universidade Estadual da Paraiba (UEPB),
10.18055,Centro de Estudos Geograficos (IGOT) Universidade de Lisboa,
10.33787,Centro de Estudos Geograficos (IGOT) Universidade de Lisboa,
10.18243,International Society for Managing and Technical Editors (ISMTE),
10.18089,"School of Management, Hospitality and Tourism, University of the Algarve",
10.18232,America Latina en la Historia Economica,
10.18280,International Information and Engineering Technology Association,
10.18054,Hrvatski Prirodoslovno Drustvo (Croatian Society for Natural Sciences),
10.18383,"Grapho, LLC",
10.18287,Samara National Research University,
10.18285,GEONOMOS,
10.18003,National University of Singapore,
10.17729,Instytut Spawalnictwa,
10.18268,Sociedad Geologica Mexicana,
10.18286,HPE Ulyanovsk SAA Stolypin,
10.18270,Universidad el Bosque,
10.18178,EJournal Publishing,
10.18288,Economic Policy,
10.18398,The Korea Association for Local Government and Administration Studies,
10.18284,Research Institute for Social Science Keimyung University,
10.17932,Istanbul Aydin University,
10.18273,Universidad Industrial de Santander,
10.18303,Trofimuk Institute of Petroleum Geology and Geophysics (SB RAS),
10.18278,Policy Studies Organization,
10.18306,Progress in Geography,
10.18297,University of Louisville,
10.18307,Journal of Lake Sciences,
10.18305,Revista Scripta Uniandrade,
10.17562,Centro de Innovacion y Desarrollo Tecnologico en Computo,
10.18304,Revista Scripta Alumni,
10.18300,International Journal of Religious Sciences,
10.18302,Journal of Educational Sciences,
10.18298,International Journal of Languages Education and Teaching,
10.18301,Researcher Social Sciences Studies,
10.18299,Cappadocia Journal of History and Social Sciences,
10.18296,"NZCER Press, New Zealand Council for Educational Research",
10.18277,Carleton College Library,
10.18308,Sociedad Rio-Grandeense de Bioetic (SORBI),
10.18309,ANPOLL,
10.18310,Associacao Brasileira da Rede Unida,
10.18290,Towarzystwo Naukowe KUL,
10.18315,Argumentum,
10.18641,Informatics Publishing Limited,
10.18311,Informatics Publishing Limited,
10.18325,The Society of Korean Medicine Rehabilitation,
10.18384,Moscow Regional State University,
10.18316,Centro Universitario La Salle - UNILASALLE,
10.18317,Kelam Arastirmalari Dergisi (Journal of Kalam Studies),
10.18312,UNIVAG Centro Universitario,
10.18289,One Earth Future Foundation,
10.15648,Universidad Del Atlantico,
10.18000,Sathyabama University,
10.18313,Pacific Society for Reproductive Health Charitable Trust,
10.18314,Gratis Open Access Publishers LLC,
10.18324,Bratsk State University,
10.18323,Togliatti State University,
10.18322,Pozhnauka Publishing House,
10.18333,Korean Association for Public Administration,
10.18293,KSI Research Inc.,
10.18334,BIBLIO-GLOBUS Publishing House,
10.18341,"Korean Women's Institute, Ewha Womans University",
10.18328,PLURA - Revista de Estudos de Religiao,
10.18331,Greenwave Publishing of Canada,
10.18339,Korean Geomorphological Association (NRFK),
10.18319,Developing Country Think Tank Institute Ltd.,
10.18338,The Korean Society for Moral and Ethics Education,
10.18326,IAIN Salatiga,
10.18295,Sultan Qaboos University,
10.53540,Sultan Qaboos University,
10.53543,Sultan Qaboos University,
10.53541,Sultan Qaboos University,
10.53542,Sultan Qaboos University,
10.53539,Sultan Qaboos University,
10.18327,"Center for International Area Studies, HUFS",
10.18282,PiscoMed Publishing Pte Ltd,
10.18281,Research Publisher Inc.,
10.18347,Institute of History and Culture Hankuk University of Foreign Studies,
10.18346,Korean Society for the Scientific Study of Subjectivity,
10.18275,Lehigh University,
