doi_prefix,publisher_2022,publisher_2013
10.2319,The Angle Orthodontist (EH Angle Education & Research Foundation),The Angle Orthodontist
10.2339,Politeknik Dergisi,Technical Education Faculty Gazi University
10.2343,Geochemical Society of Japan,The Geochemical Society of Japan
10.2344,American Dental Society of Anesthesiology (ADSA),American Dental Society of Anethesiology
10.2345,Association for the Advancement of Medical Instrumentation (AAMI),Association for the Advancement of Medical Instrumentation
10.2349,"Department of Biomedical Imaging, University of Malaya, Malaysia","Department of Biomedical Imaging, University of Malaya"
10.1635,Academy of Natural Sciences of Philadelphia,BioOne (Academy of Natural Sciences of Philadelphia)
10.1636,American Arachnological Society,BioOne (American Arachnological Society)
10.1637,American Association of Avian Pathologists (AAAP),BioOne (American Association of Avian Pathologists)
10.1638,American Association of Zoo Veterinarians,BioOne (American Association of Zoo Veterinarians)
10.1639,American Bryological and Lichenological Society,BioOne (American Bryological and Lichenological Society)
10.1641,American Institute of Biological Sciences,BioOne (American Institute of Biological Sciences)
10.1642,American Ornithologists' Union,BioOne (American Ornithologists Union)
10.1643,American Society of Ichthyologists and Herpetologists (ASIH),BioOne (American Society of Icthyologists and Herpetologists)
10.1644,American Society of Mammalogists (ASM),BioOne (American Society of Mammalogists)
10.1645,American Society of Parasitologists,BioOne (American Society of Parasitologists)
10.1646,Association for Tropical Biology,BioOne (Association for Tropical Biology)
10.1647,Association of Avian Veterinarians (AAV),BioOne (Association of Avian Veterinarians)
10.1648,Association of Field Ornithologists,BioOne (Association of Field Ornithologists)
10.1649,Coleopterists Society,BioOne (Coleopterists Society)
10.1651,Crustacean Society,BioOne (Crustacean Society)
10.1652,EUCC - The Coastal Union,BioOne (EUCC - The Coastal Union)
10.1653,Florida Entomological Society,BioOne (Florida Entomological Society)
10.1654,Helminthological Society,BioOne (Helminthological Society of Washington)
10.1655,Herpetologists League,BioOne (Herpetologists League)
10.1657,Institute of Arctic and Alpine Research (INSTAAR),BioOne (Institute of Arctic and Alpine Research)
10.1658,International Association for Vegetation Science,BioOne (International Association of Vegetation Science)
10.1656,Humboldt Field Research Institute,BioOne (Humboldt Field Research Institute)
10.1659,International Mountain Society (IMS) and United Nations University,BioOne (International Mountain Society and United Nations University)
10.1661,Micropaleontology Press BioOne,BioOne (Micropaleontology Press)
10.1662,National Association of Biology Teachers,BioOne (National Association of Biology Teachers)
10.1663,New York Botanical Garden,BioOne (New York Botanical Garden)
10.1664,New York Entomological Society,BioOne (New York Entomological Society)
10.1665,Orthopterists' Society,BioOne (Orthopterist's Society)
10.1666,Paleontological Society,BioOne (Paleontological Society)
10.1667,Radiation Research Society,BioOne (Radiation Research Society)
10.1668,Society for Integrative and Comparative Biology,BioOne (Society for Integrative and Comparative Biology)
10.1671,Society of Vertebrate Paleontology,BioOne (Society of Vertebrate Paleontology)
10.1672,Society of Wetland Scientists,BioOne (Society of Wetland Scientists)
10.1673,University of Arizona Library,BioOne (University of Arizona Library)
10.1674,University of Notre Dame,BioOne (University of Notre Dame)
10.1675,Waterbird Society,BioOne (Waterbird Society)
10.1676,Wilson Ornithological Society,BioOne (Wilson Ornithological Society)
10.2355,Iron and Steel Institute of Japan,The Iron and Steel Institute of Japan
10.1894,Southwestern Association of Naturalists,BioOne (Southwestern Association of Naturalists)
10.1893,Beta Beta Biological Society,BioOne (Beta Beta Biological Society)
10.1898,Northwestern Naturalist,BioOne (Northwestern Naturalist)
10.1899,Society for Freshwater Science,BioOne (Society for Freshwater Science)
10.2112,Coastal Education and Research Foundation,BioOne (Coastal Education and Research Foundation)
10.2179,Castanea,BioOne (Castanea)
10.2181,JANAS,BioOne (JANAS)
10.2192,Ursus,BioOne (Ursus)
10.2193,Wildlife Society,BioOne (Wildlife Society Bulletin)
10.2194,Journal of Wildlife Management,BioOne (Journal of Wildlife Management)
10.2457,Japan Section of the Regional Science Association International,The Japan Section of the Regional Science Association International
10.2461,Sociedade Portuguesa de Vida Selvagem (SPVS),SPVS - Sociedade Portuguesa de Vida Selvagem
10.2462,EPP Publications Ltd.,EPP Publications
10.2468,Japan Broncho-Esophagological Society,Japan Broncho-esophagological Society
10.1188,Oncology Nursing Society (ONS),Oncology Nursing Society
10.2473,Mining and Materials Processing Institute of Japan,The Mining and Materials Processing Institute of Japan
10.2472,"Society of Materials Science, Japan",The Society of Materials Science Japan
10.1044,American Speech Language Hearing Association,American Speech-Language-Hearing Association
10.2475,American Journal of Science (AJS),American Journal of Science
10.2477,Society of Computer Chemistry Japan,"Society of Computer Chemistry, Japan"
10.2481,Codata,CODATA
10.2482,Japan Lung Cancer Society,The Japan Lung Cancer Society
10.2484,"Radiology Case Reports, University of Washington",Radiology Case Reports U of Washington
10.2485,Society for Hard Tissue Regenerative Biology,The Society for Hard Tissue Regenerative Biology
10.2488,Japan Wood Society,The Japan Wood Research Society
10.2487,English Literature in Transition (Project Muse),Muse - English Literature in Transition
10.2491,Japanese Society on Thrombosis and Hemostasis,The Japanese Society on Thrombosis and Hemostasis
10.2492,Japanese Society of Inflammation and Regeneration,The Japanese Society of Inflammation and Regeneration
10.2493,Japan Society for Precision Engineering,The Japan Society for Precision Engineering
10.2494,"Technical Association of Photopolymers, Japan","The Technical Association of Photopolymers, Japan"
10.2495,WITPRESS LTD.,WITPress
10.2499,International Food Policy Research Institute (IFPRI),International Food Policy Research Institute
10.2498,University of Zagreb - University Computing Centre,University of Zagreb
10.2502,Japanese Society of Animal Psychology,The Japanese Society for Animal Psychology
10.2503,Japanese Society for Horticultural Science,The Japanese Society for Horticultural Science
10.2501,WARC Limited,World Advertising Research Center
10.2504,Kyushu Dental Society,The Kyushu Dental Society
10.2505,National Science Teachers Association (NSTA),National Science Teachers Association
10.2506,Indiana University Center for Genomics and Bioinformatics (CGB),Indiana University Center for Genomics and Bioinformatics
10.2507,DAAAM International,Daaam International
10.2514,American Institute of Aeronautics and Astronautics (AIAA),American Institute of Aeronautics and Astronautics
10.2517,The Paleontological Society of Japan,BioOne (Paleontological Society of Japan)
10.2519,Journal of Orthopaedic & Sports Physical Therapy (JOSPT),Journal of Orthopaedic & Sports Physical Therapy
10.2522,American Physical Therapy Association (APTA),American Physical Therapy Association
10.2527,American Society of Animal Science (ASAS),American Society of Animal Science
10.1571,Patricia Seybold Group (PSG),Patricia Seybold Group
10.2529,The Electromagnetics Academy,The Electromagnetics Academy (Piers Enterprises)
10.2528,The Electromagnetics Academy,The Electromagnetics Academy (EMW Publishing)
10.2739,Kurume Medical Journal,The Kurume Medical Journal
10.2738,Higher Education Press,The Higher Education Electronic & Audio-Video Press
10.2741,Frontiers in Bioscience,Frontiers in BioScience
10.2737,USDA Forest Service,"USDA Forest Service, Research & Development"
10.2743,Japan Society of Veterinary Epidemiology,The Japan Society of Veterinary Epidemiology
10.2744,Chelonian Conservation and Biology Journal,BioOne (Chelonian Conservation and Biology Journal)
10.2747,Bellwether  Publishing,Bellwether Publishing
10.2749,International Association for Bridge and Structural Engineering (IABSE),International Association for Bridge and Structural Engineering
10.2753,M. E. Sharpe Inc.,M.E. Sharpe
10.2956,FDI World Dental Press Ltd.,FDI World Dental Press
10.2957,Japan Society of Hepatology,The Japan Society of Hepatology
10.2963,The Japan Society of Thermophysical Properties,Japan Society of Thermophysical Properties
10.2969,Mathematical Society of Japan (Project Euclid),The Mathematical Society of Japan
10.2972,American School of Classical Studies at Athens (ASCSA),The American School of Classical Studies at Athens
10.2981,Wildlife Biology,BioOne (Wildlife Biology)
10.2982,East African Natural History Society,BioOne (East African Natural History Society)
10.2983,National Shellfisheries Association,BioOne (National Shellfisheries Association)
10.2984,Pacific Science,BioOne (Pacific Science)
10.2985,Cactus and Succulent Society of America,BioOne (Cactus and Succulent Society of America)
10.2987,The American Mosquito Control Association,BioOne (American Mosquito Control Association)
10.2988,The Biological Society of Washington,BioOne (The Biological Society of Washington)
10.2991,Atlantis Press SARL,Atlantis Press
10.1148,Radiological Society of North America (RSNA),Radiological Society of North America
10.2986,Theological Research Exchange Network (TREN),Theological Research Exchange Network
10.2992,Carnegie Museum of Natural History,BioOne (Carnegie Museum of Natural History)
10.2993,Society of Ethnobiology,BioOne (Society of Ethnobiology)
10.2994,Brazilian Herpetological Society,BioOne (Brazilian Herpetological Society)
10.3102,American Educational Research Association (AERA),American Educational Research Association
10.3099,"Museum of Comparative Zoology, Harvard University","BioOne (Museum of Comparative Zoology, Harvard University)"
10.3101,Kentucky Academy of Science,BioOne (Kentucky Academy of Science)
10.3106,Mammalogical Society of Japan,BioOne (Mammalogical Society of Japan)
10.3104,Down Syndrome Education International,The Down Syndrome Educational Trust
10.3115,Association for Computational Linguistics (ACL),Association for Computational Linguistics
10.3114,Westerdijk Fungal Biodiversity Institute,Centraalbureau voor Schimmelcultures
10.3119,New England Botanical Club,BioOne (New England Botanical Club)
10.3122,American Board of Family Medicine (ABFM),American Board of Family Medicine
10.3121,Marshfield Clinic Research Institute,Marshfield Clinic
10.3123,Japanese Environmental Mutagen Society,The Japanese Environmental Mutagen Society
10.3124,Society of Exploration Geophysicists of Japan,The Society of Exploration Geophysicists of Japan
10.3125,Vietnam Journals Online (JOL),Vietnam Journals Online
10.3126,Nepal Journals Online (JOL),Nepal Journals Online
10.3127,Australian Journal of Information Systems,Australian Computer Society
10.3128,Scidea Ltd.,Scidea
10.3132,Sherborne Gibbs Ltd.,Sherborne Gibbs
10.3135,The Marine Acoustics Society of Japan,Marine Acoustics Society of Japan
10.3131,The Vacuum Society of Japan,Vacuum Society of Japan
10.3138,University of Toronto Press Inc. (UTPress),University of Toronto Press Inc
10.3139,Carl Hanser Verlag,Carl Hanser Verlag GMBH & Co KG
10.3142,Improbable Research Inc.,"Improbable Research, Inc."
10.3144,"Department of Polymer Engineering, Scientific Society of Mechanical Engineering","Department of Polymer Engineering Budapest University of Technology & Economics), Scientific Society of Mechanical Engineerin"
10.3145,Ediciones Profesionales de la Informacion SL,El Profesional de la Informacion
10.3146,American Peanut Research and Education Society,American Peanut Research & Education Society
10.3153,Scientific Web Journals (SWJ),Fisheries Sciences.com
10.3165,Japanese Society for Pediatric Nephrology,The Japanese Society for Pediatric Nephrology
10.3157,American Entomological Society,BioOne (American Entomological Society)
10.3158,Field Museum of Natural History,BioOne (Field Museum of Natural History)
10.3159,Torrey Botanical Society,BioOne (Torrey Botanical Society)
10.3161,Museum and Institute of Zoology at the Polish Academy of Sciences,BioOne (Museum and Institute of Zoology at the Polish Academy of Sciences)
10.3171,Journal of Neurosurgery Publishing Group (JNSPG),Journal of Neurosurgery Publishing Group
10.3173,Japanese Society of Agricultural Informatics,The Japanese Society of Agricultural Informatics
10.3174,American Society of Neuroradiology (ASNR),American Society of Neuroradiology
10.3175,Japan Society for Molecular Science,Japan Society of Molecular Science
10.3166,Lavoisier,Lavoisier SAS
10.3172,"McFarland and Company, Inc., Publishers","McFarland & Company, Inc."
10.3183,Nordic Pulp and Paper Research Journal,AB Svensk Papperstidning
10.3184,Science Reviews 2000 LTD,Science Reviews 2000 LTD.
10.1102,E-MED LTD,E-MED LTD.
10.5888,Centers for Disease Control and Prevention (CDC),Centers for Disease Control and Prevention
10.3201,Centers for Disease Control and Prevention (CDC),Centers For Disease Control and Prevention
10.3311,Periodica Polytechnica Budapest University of Technology and Economics,"Periodica Polytechnica, Budapest University of Technology and Economics"
10.1202,American Industrial Hygiene Association (AIHA),American Industrial Hygiene Association
10.3324,Ferrata Storti Foundation (Haematologica),Ferrata Storti Foundation
10.3325,Croatian Medical Journals,Croatian Medical Journal
10.3329,Bangladesh Journals Online (JOL),Bangladesh Journals Online
10.3328,J. Ross Publishing Inc.,J. Ross Publishing
10.1579,Royal Swedish Academy of Sciences,BioOne (Royal Swedish Academy of Sciences)
10.3332,Ecancer Global Foundation,Cancer Intelligence
10.3331,Salem Press,Salem Press Inc.
10.3336,"University of Zagreb, Faculty of Science, Department of Mathematics","University of Zagreb, Department of Mathematics"
10.3335,Korean Association of Medical Journal Editors,Korean Association of Medical Journal Editors (KAMJE)
10.3339,Korean Society of Pediatric Nephrology,Korean Society of Pediatric Nephrology (KAMJE)
10.3341,Korean Ophthalmological Society,Korean Opthalmological Society (KAMJE)
10.3342,Korean Society of Otorhinolaryngology-Head and Neck Surgery,Korean Society of Otorhinolaryngology - Head and Neck Surgery (KAMJE)
10.3344,Korean Pain Society,Korean Pain Society (KAMJE)
10.3345,Korean Pediatric Society,Korean Pediatric Society (KAMJE)
10.3346,Korean Academy of Medical Sciences,Korean Academy of Medical Sciences (KAMJE)
10.3348,The Korean Society of Radiology,The Korean Society of Radiology (KAMJE)
10.3347,Korean Society for Parasitology,Korean Society for Parasitology (KAMJE)
10.3349,Yonsei University College of Medicine,Yonsei University College of Medicine (KAMJE)
10.3334,ORNL Environmental Sciences Division,ORNL Environmental Science Division
10.3356,"The Raptor Research Foundation, Inc.",BioOne (The Raptor Research Foundation)
10.3359,"Institute of Information Science, IZUM",Institute of Information Science
10.3367,Uspekhi Fizicheskikh Nauk (UFN) Journal,Uspekhi Fizicheskikh Nauk Journal
10.3369,"Tethys, Journal of Weather and Climate of the Western Mediterranean","Tethys, Journal of Weather & Climate of the Western Mediterranean"
10.5964,Leibniz Institute for Psychology (ZPID),Leibniz Institute for Psychology Information
10.3372,"Botanic Garden and Botanical Museum Berlin, Freie Universitaet Berlin",Botanic Garden & Botanical Museum Berlin-Dahlem BGBM
10.3374,Bulletin of the Peabody Museum of Natural History,BioOne (Bulletin of the Peabody Museum of Natural History)
10.3375,Natural Areas Journal,BioOne (Natural Areas Journal)
10.3376,Journal of Vector Ecology,BioOne (Journal of Vector Ecology)
10.3377,African Zoology,BioOne (African Zoology)
10.3378,Human Biology (The International Journal of Population Biology and Genetics),"BioOne (Human Biology, The International Journal of Population Biology and Genetics)"
10.3383,diaRnet,diaNet
10.1787,Organisation for Economic Co-Operation and Development  (OECD),Organisation for Economic Co-Operation and Development
10.1786,Organisation for Economic Co-Operation and Development  (OECD),Organisation for Economic Co-Operation and Development
10.3391,Regional Euro-Asian Biological Invasions Centre Oy (REABIC),Regional Euro-Asian Biological Invasions Centre Oy - REABIC
10.3392,Sociotechnology Research Network (Shakai Gijutsu Kenkyuukai),Sociotechnology Research Network - Shakai Gijutsu Kenkyuukai
10.3397,Institute of Noise Control Engineering (INCE),Institute of Noise Control Engineering
10.3393,Korean Society of Coloproctology,Korean Society of Coloproctology (KAMJE)
10.3394,Journal of Great Lakes Research,BioOne (Journal of Great Lakes Research)
10.3398,Western North American Naturalist,BioOne (Western North American Naturalist)
10.3134,Co-Action Publishing,Co-Action Publishing (Emerging Health Threats Forum CIC)
10.4176,Co-Action Publishing,CoAction Publishing Libyan Journal of Medicine Society
10.3885,Co-Action Publishing,Co-Action Publishing Medical Education Online
10.3417,Missouri Botanical Garden Press,BioOne (Missouri Botanical Garden Press)
10.3721,Journal of the North Atlantic,BioOne (Journal of the North Atlantic)
10.3722,"CAD Solutions, LLC","CAD Solutions, LLC."
10.3729,IFB (International Forum for Biophilosophy),International Forum for Biophilosophy
10.3727,"Cognizant, LLC",Cognizant Communication Corp
10.3731,21st Century COE Program,21st Century COE Program (Toplogical Science and Technology)
10.3733,University of California Agriculture and Natural Resources (UC ANR),California Agriculture
10.3742,Kyung Hee Oriental Medicine Research Center,Kyung Hee Oriental Medicine Research
10.5662,Baishideng Publishing Group Inc.,Baishideng Publishing Group Co (World Journal of Methodology)
10.5492,Baishideng Publishing Group Inc.,Baishideng Publishing Group Co (World Journal of Critical Care Medicine)
10.5412,Baishideng Publishing Group Inc.,Baishideng Publishing Group Co (World Journal of Surgical Procedures)
10.5312,Baishideng Publishing Group Inc.,Baishideng Publishing Group Co (World Journal of Orthopedics)
10.5493,Baishideng Publishing Group Inc.,Baishideng Publishing Group Co (World Journal of Experimental Medicine)
10.5409,Baishideng Publishing Group Inc.,Baishideng Publishing Group Co (World Journal of Clinical Pediatrics)
10.5315,Baishideng Publishing Group Inc.,Baishideng Publishing Group Co (World Journal of Hematology)
10.4253,Baishideng Publishing Group Inc.,Baishideng Publishing Group Co (World Journal of Gastrointestinal Endoscopy)
10.5494,Baishideng Publishing Group Inc.,Baishideng Publishing Group Co (World Journal of Hypertension)
10.12998,Baishideng Publishing Group Inc.,Baishideng Publishing Group Co (World Journal of Clinical Cases)
10.5495,Baishideng Publishing Group Inc.,Baishideng Publishing Group Co (World Journal of Clinical Infectious Diseases)
10.5496,Baishideng Publishing Group Inc.,Baishideng Publishing Group Co (World Journal of Medical Genetics)
10.5306,Baishideng Publishing Group Inc.,Baishideng Publishing Group Co (World Journal of Clinical Oncology)
10.5318,Baishideng Publishing Group Inc.,Baishideng Publishing Group Co (World Journal of Opthalmology)
10.5411,Baishideng Publishing Group Inc.,Baishideng Publishing Group Co (World Journal of Immunology)
10.5314,Baishideng Publishing Group Inc.,Baishideng Publishing Group Co (World Journal of Dermatology)
10.4252,Baishideng Publishing Group Inc.,Baishideng Publishing Group Co (World Journal of Stem Cells)
10.5319,Baishideng Publishing Group Inc.,Baishideng Publishing Group Co (World Journal of Otorhinolaryngology)
10.4254,Baishideng Publishing Group Inc.,Baishideng Publishing Group Co (World Journal of Hepatology)
10.5313,Baishideng Publishing Group Inc.,Baishideng Publishing Group Co (World Journal of Anesthesiology)
10.11569,Baishideng Publishing Group Inc.,Baishideng Publishing Group Co (World Chinese Journal of Digestology)
10.5499,Baishideng Publishing Group Inc.,Baishideng Publishing Group Co (World Journal of Rheumatology)
10.5321,Baishideng Publishing Group Inc.,Baishideng Publishing Group Co (World Journal of Stomatology)
10.4329,Baishideng Publishing Group Inc.,Baishideng Publishing Group Co (World Journal of Radiology)
10.5317,Baishideng Publishing Group Inc.,Baishideng Publishing Group Co (World Journal of Obstetrics and Gynecology)
10.4239,Baishideng Publishing Group Inc.,Baishideng Publishing Group Co (World Journal of Diabetes)
10.5498,Baishideng Publishing Group Inc.,Baishideng Publishing Group Co  (World Journal of Psychiatry)
10.5316,Baishideng Publishing Group Inc.,Baishideng Publishing Group Co (World Journal of Neurology)
10.4291,Baishideng Publishing Group Inc.,Baishideng Publishing Group Co
10.3748,Baishideng Publishing Group Inc.,Baishideng Publishing Group Co
10.13105,Baishideng Publishing Group Inc.,World Journal of Meta-Analysis
10.5528,Baishideng Publishing Group Inc.,Baishideng Publishing Group Co (World Journal of Translational Medicine)
10.5497,Baishideng Publishing Group Inc.,Baishideng Publishing Group Co (World Journal of Pharmacology)
10.4292,Baishideng Publishing Group Inc.,Baishideng Publishing Group Co
10.5527,Baishideng Publishing Group Inc.,Baishideng Publishing Group Co (World Journal of Nephrology)
10.5501,Baishideng Publishing Group Inc.,Baishideng Publishing Group Co (World Journal of Virology)
10.4331,Baishideng Publishing Group Inc.,Baishideng Publishing Group Co (World Journal of Chemistry)
10.4251,Baishideng Publishing Group Inc.,Baishideng Publishing Group Co (World Journal of Gastrointestinal Oncology)
10.3752,The Biological Survey of Canada,Biological Survey Foundation
10.3757,Japan Society of Equilibrium Research,Japan Society for Equilibrium Research
10.3765,Linguistic Society of America,Semantics and Pragmatics
10.3762,Beilstein Institut,Beilstein-Institut
10.3774,Biophilia Rehabilitation,Biophilia Rehabilitation Acdemy
10.3791,MyJove Corporation,MyJoVE Corporation
10.3789,National Information Standards Organization (NISO),National Information Standards Organization
10.3796,The Korean Society of Fisheries and Ocean Technology,The Korean Society of Fisheries Technology
10.3797,Osterreichische Pharmazeutische Gesellschaft (OPhG),Osterreichische Pharmazeutische Gesellschaft
10.3802,Asian Society of Gynecologic Oncology; Korean Society of Gynecologic Oncology and Colposcopy,Korean Society of Gynecology and Colposcopy (KAMJE)
10.3803,Korean Endocrine Society,Korean Endocrine Society (KAMJE)
10.3808,International Society for Environmental Information Science (ISEIS),International Society for Environmental Information Sciences
10.3809,Virtual Explorer Pty Ltd.,The Virtual Explorer Pty Ltd.
10.1472,Ediser Srl,mEDRA
10.5236,Ediser Srl,mEDRA
10.3824,Stem Book,StemBook
10.3823,International Medical Publisher (Fundacion de Neurociencias),Internet Medical Publishing
10.1304,Encyclopedia of Life (Natural History Museum),Encyclopedia of Life
10.1304,Encyclopedia of Life (Natural History Museum),International Journal of Pharmaceutical Sciences and Research
10.3827,Foot and Ankle Online Journal,The Foot and Ankle Online Journal
10.3829,Laboratoire Central des Ponts et Chaussees (LCPC),Laboratoire Central des Ponts et Chaussees
10.3832,Italian Society of Sivilculture and Forest Ecology (SISEF),SISEF
10.3834,Digital Science Press (Urotoday International Journal),Digital Science Press
10.3838,JStage (Ornithological Society of Japan),JStage(Ornithological Society of Japan)
10.3837,Korean Society for Internet Information (KSII),Korean Society for Internet Information
10.3179,Japan Society of Ultrasonics in Medicine,The Japan Society of Ultrasonics in Medicine
10.3169,Institute of Image Information and Television Engineers,The Institute of Image Information and Television Engineers
10.2751,Division of Chemical Information and Computer Sciences,"The Division of Chemical Information and Computer Sciences, Chemical Society of Japan"
10.3839,Korean Society for Applied Biological Chemistry,The Korean Society for Applied Biological Chemistry
10.3888,"Wolfram Research, Inc.",Wolfram Research
10.3841,"International Wire and Cable Symposium, Inc",International Wire & Cable Symposium
10.3842,"SIGMA (Symmetry, Integrability and Geometry: Methods and Application)",SIGMA
10.3857,Korean Society for Therapeutic Radiology and Oncology,Korean Society for Therapeutic Radiology and Oncology (KAMJE)
10.3861,Japanese Society of Health and Human Ecology,The Japanese Society of Health and Human Ecology
10.3862,Japan Society of Coloproctology,The Japan Society of Coloproctology
10.3886,Inter-university Consortium for Political and Social Research (ICPSR),Inter-university Consortium for Political and Social Research
10.3889,Scientific Foundation SPIROSKI,Macedonian Journal of Medical Sciences
10.3895,Universidade Tecnologica Federal do Parana (UTFPR),Universidade Tecnologica Federal do Parana
10.3894,Journal of Advances in Modeling Earth Systems (JAMES),Journal of Advances in Modeling Earth Systems
10.3904,Korean Association of Internal Medicine,Korean Association of Internal Medicine (KAMJE)
10.3905,Pageant Media US,Institutional Investor Journals
10.3935,Pravni Fakultet Sveucilista u Zagrebu (Law School of the University of Zagreb),Pravni Fakultet Sveucilista u Zagrebu - Law School of the University of Zagreb
10.3934,American Institute of Mathematical Sciences (AIMS),American Institute of Mathematical Sciences
10.3942,Protein Structure Initiative Structural Biology Knowledgebase (PSI SBKB),Protein Structure Initiative Structural Genomic Knowledgebase Rutgers
10.3946,Korean Society of Medical Education,Korean Society of Medical Education (KAMJE)
10.3944,Turk Ortopedi ve Travmatologi Dernegi (Acta Orthopaedica et Traumatologica),Turk Ortopedi ve Travmatoloji Dernegi
10.3947,Korean Society of Infectious Diseases and Korean Society for Chemotherapy,Korean Society of Infectious Diseases and Korean Society for Chemotherapy (KAMJE)
10.3961,Korean Society for Preventive Medicine,Korean Society for Preventive Medicine (KAMJE)
10.3954,South Carolina Entomological Society,BioOne (South Carolina Entomological Society)
10.3955,Northwest Scientific Association,BioOne (Northwest Scientific Association)
10.3956,Pacific Coast Entomological Society,BioOne (Pacific Coast Entomological Society)
10.3957,Southern African Wildlife Management Association,BioOne (Southern African Wildlife Management Association)
10.3958,Society of Southwestern Entomologists,BioOne (Society of Southwestern Entomologists)
10.3959,Tree-Ring Society,BioOne (Tree-Ring Society)
10.3984,Instytut Bioinfobank Sp. z o.o.,BioInfoBank Institute
10.3986,The Research Center of the Slovenian Academy of Sciences and Arts (ZRC SAZU),Scientific Research Centre ZRC-SAZU
10.3987,The Japan Institute of Heterocyclic Chemistry,Japan Institute of Heterocyclic Chemistry
10.3988,Korean Neurological Association,Korean Neurological Association (KAMJE)
10.3991,International Association of Online Engineering (IAOE),International Association of Online Engineering
10.3989,Editorial CSIC,Departmento de Publicaciones del CSIC
10.4001,Entomological Society of Southern Africa,BioOne (Entomological Society of Southern Africa)
10.4002,Institute of Malacology,BioOne (Institute of Malacology)
10.4003,American Malacological Society,BioOne (American Malacological Society)
10.4007,Annals of Mathematics,"Annals of Mathematics, Princeton U"
10.4013,UNISINOS - Universidade do Vale do Rio Dos Sinos,Universidade do Vale do Rio Dos Sinos - UNISINOS
10.4017,International Society for Gerontechnology (ISG),International Society for Gerontechnology
10.4016,"SciVee, Inc","SciVee, Inc."
10.4021,Canada-China Clinical Medicine Study Association (CCCMSA),Canada-China Clinical Medicine Study Association
10.4026,"IS, GUC (The Journal of Industrial Relations and Human Resources)","IS, GUC The Journal of Industrial Relations and Human Resoruces"
10.4028,"Trans Tech Publications, Ltd.",Trans Tech Publications
10.4029,SASE (Society for Sustainable Environment),Society of Advocates for Sustainable Environment
10.4034,APESB (Associacao de Apoio a Pesquisa em Saude Bucal),Associacao de Apoio a Pesquisa em Saude Bucal
10.4038,Sri Lanka Journals Online (JOL),Sri Lanka Journals Online
10.4041,Korean Association of Orthodontists,Korean Association of Orthodontists (KAMJE)
10.4046,The Korean Academy of Tuberculosis and Respiratory Diseases,The Korean Academy of Tuberculosis and Respiratory Diseases (KAMJE)
10.4047,The Korean Academy of Prosthodontics,The Korean Academy of Prosthodontics (KAMJE)
10.4048,Korean Breast Cancer Society,Korean Breast Cancer Society (KAMJE)
10.4055,The Korean Orthopaedic Association,The Korean Orthopaedic Association (KAMJE)
10.4067,SciELO Agencia Nacional de Investigacion y Desarrollo (ANID),SciELO Comision Nacional de Investigacion Cientifica Y Tecnologica
10.4068,Chonnam National University Medical School,Chonnam National University Medical School (KAMJE)
10.4069,Korean Society of Women Health Nursing,Korean Academy of Women's Health Nursing (KAMJE)
10.4071,IMAPS - International Microelectronics Assembly and Packaging Society,International Microelectronics and Packaging Society
10.4078,Korean College of Rheumatology,The Korean Rheumatism Association (KAMJE)
10.4082,The Korean Academy of Family Medicine,The Korean Academy of Family Medicine (KAMJE)
10.4084,"Hematology Section, Dept. of Radiological Science and Hematology, Catholic University, Rome, Italy","Institute of Hematology, Catholic University"
10.5608,Journal of Athletic Training/NATA,Journal of Athletic Training/NATA Athletic Training Education Journal
10.4088,"Physicians Postgraduate Press, Inc","Physicians Postgraduate Press, Inc."
10.4089,F1000 Research Ltd,"Biology Reports, Ltd."
10.12688,F1000 Research Ltd,"F1000 Research, Ltd."
10.4093,Korean Diabetes Association,Korean Diabetes Association (KAMJE)
10.4094,Korean Academy of Child Health Nursing,Korean Academy of Child Health Nursing (KAMJE)
10.4095,Natural Resources Canada/CMSS/Information Management,Natural Resources Canada
10.4097,The Korean Society of Anesthesiologists,The Korean Society of Anesthesiologists (KAMJE)
10.4098,Mammal Research Institute,Springer - Mammal Research Institute
10.4101,"Virtual Worlds Institute, Inc.",Virtual Worlds Research Consortium
10.4099,Mathematical Society of Japan (JST),Mathematical Society of Japan
10.4102,AOSIS,AOSIS Open Journals
10.4103,Medknow,Medknow Publications
10.6219,Medknow,Medknow Publications
10.4108,European Alliance for Innovation n.o.,"Institute for Computer Sciences, Social Informatics and TelecommunicationsEngineering"
10.4111,The Korean Urological Association,The Korean Urological Association (KAMJE)
10.4114,IBERAMIA: Sociedad Iberoamericana de Inteligencia Artificial,Asociacion Espanola para la Inteligencia Artificial
10.4116,Japan Association for Quaternary Research,Japan Association for Quaternary Resarch
10.4127,"Department of Sport Management, University of Peloponnese","Department of Sport Management , University of Peloponnese"
10.4132,The Korean Society of Pathologists and The Korean Society for Cytopathology,The Korean Society of Pathologists and The Korean Society for Cytopathology (KAMJE)
10.4136,Instituto de Pesquisas Ambientais em Bacias Hidrograficas (IPABHi),Instituto de Pesquisas Ambientais em Bacias Hidrograficas
10.4142,The Korean Society of Veterinary Science,The Korean Society of Veterinary Science (KAMJE)
10.4147,FB Communication,FBCommunication
10.4155,Future Science Ltd,"Future Science, LTD"
10.2144,Future Science Ltd,Informa UK (Informa Life Sciences)
10.4158,AACE Corp (American Association of Clinical Endocrinologists),American Association of Clinical Endocrinologists
10.4166,The Korean Society of Gastroenterology,The Korean Society of Gastroenterology (KAMJE)
